# Flinn-Engdahl Seismic Regions
# source: http://earthquake.usgs.gov/learn/topics/flinn_engdahl_list.php
# with the following fix: s/SUMATERA/SUMATRA/
###
 690;  SOUTH OF CHATHAM ISLANDS
 691;  PACIFIC-ANTARCTIC RIDGE
 692;  SOUTHERN PACIFIC OCEAN
 756;  SOUTHEAST OF EASTER ISLAND
 693;  EAST CENTRAL PACIFIC OCEAN
 694;  CENTRAL EAST PACIFIC RISE
 695;  WEST OF GALAPAGOS ISLANDS
 696;  GALAPAGOS ISLANDS REGION
 697;  GALAPAGOS ISLANDS, ECUADOR
 698;  SOUTHWEST OF GALAPAGOS ISLANDS
 699;  SOUTHEAST OF GALAPAGOS ISLANDS
 757;  GALAPAGOS TRIPLE JUNGTION REGION
 700;  SOUTH OF TASMANIA
 701;  WEST OF MACQUARIE ISLAND
 702;  BALLENY ISLANDS REGION
 703;  ANDAMAN ISLANDS, INDIA REGION
 704;  NICOBAR ISLANDS, INDIA REGION
 705;  OFF W COAST OF NORTHERN SUMATRA
 706;  NORTHERN SUMATRA, INDONESIA
 707;  MALAY PENINSULA
 708;  GULF OF THAILAND
 709;  SOUTHEASTERN AFGHANISTAN
 710;  PAKISTAN
 711;  SOUTHWESTERN KASHMIR
 712;  INDIA-PAKISTAN BORDER REGION
 713;  CENTRAL KAZAKHSTAN
 714;  SOUTHEASTERN UZBEKISTAN
 715;  TAJIKISTAN
 716;  KYRGYZSTAN
 717;  AFGHANISTAN-TAJIKISTAN BORD REG.
 718;  HINDU KUSH REGION, AFGHANISTAN
 719;  TAJIKISTAN-XINJIANG BORDER REG.
 720;  NORTHWESTERN KASHMIR
 721;  FINLAND
 722;  NORWAY-RUSSIA BORDER REGION
 723;  FINLAND-RUSSIA BORDER REGION
 724;  BALTIC-BELARUS-NW RUSSIA REG.
 725;  NORTHWESTERN SIBERIA, RUSSIA
 726;  NORTHCENTRAL SIBERIA, RUSSIA
 727;  VICTORIA LAND, ANTARCTICA
 728;  ROSS SEA
 729;  ANTARCTICA
